zipcode;sido;gugun;dong
210-707;강원;강릉시;난곡동
210-020;강원;강릉시;남문동
210-300;강원;강릉시;남항진동
210-701;강원;강릉시;내곡동
210-708;강원;강릉시;노암동
210-190;강원;강릉시;담산동
210-340;강원;강릉시;대전동
210-270;강원;강릉시;두산동
210-030;강원;강릉시;명주동
210-200;강원;강릉시;박월동
210-290;강원;강릉시;병산동
210-050;강원;강릉시;성남동
210-040;강원;강릉시;성내동
210-713;강원;강릉시;송정동
210-240;강원;강릉시;신석동
210-380;강원;강릉시;안현동
210-709;강원;강릉시;옥천동
210-070;강원;강릉시;용강동
210-390;강원;강릉시;운산동
210-350;강원;강릉시;운정동
210-230;강원;강릉시;월호평동
210-220;강원;강릉시;유산동
210-310;강원;강릉시;유천동
210-715;강원;강릉시;임당동
210-741;강원;강릉시;입암동
210-180;강원;강릉시;장현동
210-740;강원;강릉시;저동
210-330;강원;강릉시;죽헌동
210-702;강원;강릉시;지변동
210-260;강원;강릉시;청량동
210-746;강원;강릉시;초당동
210-704;강원;강릉시;포남1동
210-705;강원;강릉시;포남2동
210-110;강원;강릉시;포남동
210-899;강원;강릉시;학동
210-703;강원;강릉시;홍제동
210-774;강원;강릉시;회산동
210-801;강원;강릉시;주문진읍
210-821;강원;강릉시;강동면
210-811;강원;강릉시;구정면
210-851;강원;강릉시;사천면
210-842;강원;강릉시;성산면
210-861;강원;강릉시;연곡면
210-831;강원;강릉시;옥계면
210-914;강원;강릉시;왕산면
240-110;강원;동해시;괴란동
240-729;강원;동해시;구미동
240-230;강원;동해시;구호동
240-300;강원;동해시;귀운동
240-170;강원;동해시;나안동
240-260;강원;동해시;내동
245-899;강원;동해시;단봉동
240-330;강원;동해시;달방동
240-240;강원;동해시;대구동
240-070;강원;동해시;대진동
240-733;강원;동해시;동호동
240-719;강원;동해시;동회동
240-120;강원;동해시;만우동
240-080;강원;동해시;망상동
240-816;강원;동해시;묵호진동
240-804;강원;동해시;발한동
240-815;강원;동해시;부곡동
240-717;강원;동해시;북평동
240-320;강원;동해시;비천동
240-712;강원;동해시;삼화동
240-716;강원;동해시;송정동
240-718;강원;동해시;쇄운동
240-310;강원;동해시;신흥동
240-090;강원;동해시;심곡동
240-060;강원;동해시;어달동
240-140;강원;동해시;용정동
240-360;강원;동해시;이기동
240-290;강원;동해시;이도동
240-340;강원;동해시;이로동
240-280;강원;동해시;지가동
240-713;강원;동해시;지흥동
240-702;강원;동해시;천곡동
240-100;강원;동해시;초구동
240-220;강원;동해시;추암동
240-711;강원;동해시;평릉동
240-250;강원;동해시;호현동
240-160;강원;동해시;효가동
245-712;강원;삼척시;갈천동
245-729;강원;삼척시;건지동
245-725;강원;삼척시;교동
245-230;강원;삼척시;근산동
245-010;강원;삼척시;남양동
245-939;강원;삼척시;당저동
245-200;강원;삼척시;도경동
245-190;강원;삼척시;등봉동
245-120;강원;삼척시;마달동
245-210;강원;삼척시;마평동
245-713;강원;삼척시;사직동
245-060;강원;삼척시;성남동
245-941;강원;삼척시;성내동
245-040;강원;삼척시;성북동
245-160;강원;삼척시;오분동
245-220;강원;삼척시;오사동
245-110;강원;삼척시;우지동
245-727;강원;삼척시;원당동
245-020;강원;삼척시;읍상동
245-030;강원;삼척시;읍중동
245-260;강원;삼척시;자원동
245-180;강원;삼척시;적노동
245-719;강원;삼척시;정상동
245-140;강원;삼척시;정하동
245-170;강원;삼척시;조비동
245-100;강원;삼척시;증산동
245-270;강원;삼척시;평전동
245-783;강원;삼척시;도계읍
245-804;강원;삼척시;원덕읍
245-811;강원;삼척시;가곡면
245-831;강원;삼척시;근덕면
245-841;강원;삼척시;노곡면
245-821;강원;삼척시;미로면
245-921;강원;삼척시;신기면
245-911;강원;삼척시;하장면
217-756;강원;속초시;교동
217-761;강원;속초시;금호동
217-711;강원;속초시;노학동
219-839;강원;속초시;대포동
217-110;강원;속초시;도문동
217-702;강원;속초시;동명동
217-120;강원;속초시;설악동
217-010;강원;속초시;영랑동
217-130;강원;속초시;장사동
217-767;강원;속초시;조양동
217-701;강원;속초시;중앙동
217-050;강원;속초시;청학동
217-090;강원;속초시;청호동
220-899;강원;원주시;가현동
220-986;강원;원주시;개운동
220-706;강원;원주시;관설동
220-751;강원;원주시;단계동
220-714;강원;원주시;단구동
220-776;강원;원주시;명륜1동
220-777;강원;원주시;명륜2동
220-040;강원;원주시;명륜동
220-720;강원;원주시;무실동
220-788;강원;원주시;반곡동
220-734;강원;원주시;봉산동
220-736;강원;원주시;우산동
220-760;강원;원주시;원동
220-070;강원;원주시;인동
220-785;강원;원주시;일산동
220-903;강원;원주시;중앙동
220-757;강원;원주시;태장1동
220-735;강원;원주시;태장2동
220-899;강원;원주시;태장동
220-020;강원;원주시;평원동
220-705;강원;원주시;학성동
220-797;강원;원주시;행구동
220-801;강원;원주시;문막읍
220-851;강원;원주시;귀래면
220-811;강원;원주시;부론면
220-831;강원;원주시;소초면
220-861;강원;원주시;신림면
220-821;강원;원주시;지정면
220-913;강원;원주시;판부면
220-921;강원;원주시;호저면
220-841;강원;원주시;흥업면
200-704;강원;춘천시;교동
200-720;강원;춘천시;근화동
200-100;강원;춘천시;낙원동
200-700;강원;춘천시;봉의동
200-713;강원;춘천시;사농동
200-718;강원;춘천시;삼천동
200-765;강원;춘천시;석사동
200-111;강원;춘천시;소양로1가
200-729;강원;춘천시;소양로2가
200-709;강원;춘천시;소양로3가
200-114;강원;춘천시;소양로4가
200-210;강원;춘천시;송암동
200-829;강원;춘천시;신동
200-120;강원;춘천시;약사동
200-708;강원;춘천시;옥천동
200-721;강원;춘천시;온의동
200-030;강원;춘천시;요선동
200-779;강원;춘천시;우두동
200-706;강원;춘천시;운교동
200-942;강원;춘천시;조양동
200-050;강원;춘천시;죽림동
200-230;강원;춘천시;중도동
200-705;강원;춘천시;중앙로1가
200-042;강원;춘천시;중앙로2가
200-043;강원;춘천시;중앙로3가
200-829;강원;춘천시;칠전동
200-943;강원;춘천시;퇴계동
200-799;강원;춘천시;효자1동
200-701;강원;춘천시;효자2동
200-722;강원;춘천시;효자3동
200-090;강원;춘천시;효자동
200-707;강원;춘천시;후평1동
200-755;강원;춘천시;후평2동
200-755;강원;춘천시;후평3동
200-160;강원;춘천시;후평동
200-821;강원;춘천시;신북읍
200-921;강원;춘천시;남면
200-911;강원;춘천시;남산면
200-851;강원;춘천시;동면
200-714;강원;춘천시;동내면
200-841;강원;춘천시;동산면
209-826;강원;춘천시;북산면
200-861;강원;춘천시;사북면
200-831;강원;춘천시;서면
200-811;강원;춘천시;신동면
235-290;강원;태백시;구문소동
235-110;강원;태백시;금천동
235-210;강원;태백시;동점동
235-120;강원;태백시;문곡동
235-220;강원;태백시;백산동
235-270;강원;태백시;삼수동
235-240;강원;태백시;상사미동
235-716;강원;태백시;상장동
235-800;강원;태백시;황지동
235-030;강원;태백시;소도동
235-230;강원;태백시;원동
235-704;강원;태백시;장성동
235-060;강원;태백시;적각동
235-260;강원;태백시;조탄동
235-070;강원;태백시;창죽동
235-718;강원;태백시;철암동
235-050;강원;태백시;통동
235-250;강원;태백시;하사미동
235-040;강원;태백시;혈동
235-705;강원;태백시;화전동
235-280;강원;태백시;황연동
219-801;강원;고성군;간성읍
219-901;강원;고성군;거진읍
219-839;강원;고성군;죽왕면
219-831;강원;고성군;토성면
219-811;강원;고성군;현내면
255-800;강원;양구군;양구읍
255-811;강원;양구군;남면
255-808;강원;양구군;동면
255-831;강원;양구군;방산면
255-841;강원;양구군;해안면
215-801;강원;양양군;양양읍
215-851;강원;양양군;강현면
215-814;강원;양양군;서면
215-821;강원;양양군;손양면
215-841;강원;양양군;현남면
215-831;강원;양양군;현북면
230-901;강원;영월군;상동읍
230-713;강원;영월군;영월읍
230-821;강원;영월군;김삿갓면
230-831;강원;영월군;남면
230-871;강원;영월군;북면
230-861;강원;영월군;수주면
230-851;강원;영월군;주천면
230-812;강원;영월군;중동면
230-841;강원;영월군;한반도면
252-800;강원;인제군;인제읍
252-849;강원;인제군;기린면
252-811;강원;인제군;남면
252-829;강원;인제군;북면
252-851;강원;인제군;상남면
252-829;강원;인제군;서화면
233-811;강원;정선군;고한읍
233-904;강원;정선군;사북읍
233-822;강원;정선군;신동읍
233-800;강원;정선군;정선읍
233-831;강원;정선군;남면
233-851;강원;정선군;북평면
233-841;강원;정선군;여량면
233-871;강원;정선군;임계면
233-866;강원;정선군;화암면
269-800;강원;철원군;갈말읍
269-831;강원;철원군;김화읍
487-839;강원;철원군;동송읍
269-821;강원;철원군;철원읍
209-839;강원;철원군;근남면
269-861;강원;철원군;근북면
269-705;강원;철원군;서면
232-800;강원;평창군;평창읍
232-953;강원;평창군;대관령면
232-911;강원;평창군;대화면
232-821;강원;평창군;미탄면
232-811;강원;평창군;방림면
232-921;강원;평창군;봉평면
232-936;강원;평창군;용평면
232-941;강원;평창군;진부면
250-800;강원;홍천군;홍천읍
250-871;강원;홍천군;남면
250-841;강원;홍천군;내면
250-861;강원;홍천군;내촌면
250-891;강원;홍천군;동면
250-824;강원;홍천군;두촌면
250-882;강원;홍천군;북방면
250-751;강원;홍천군;서면
250-831;강원;홍천군;서석면
250-889;강원;홍천군;화촌면
209-800;강원;화천군;화천읍
209-821;강원;화천군;간동면
209-838;강원;화천군;사내면
209-819;강원;화천군;상서면
209-808;강원;화천군;하남면
225-700;강원;횡성군;횡성읍
225-841;강원;횡성군;갑천면
225-882;강원;횡성군;강림면
225-871;강원;횡성군;공근면
225-831;강원;횡성군;둔내면
225-863;강원;횡성군;서원면
225-825;강원;횡성군;안흥면
225-703;강원;횡성군;우천면
225-851;강원;횡성군;청일면
412-290;경기;고양시 덕양구;강매동
412-779;경기;고양시 덕양구;고양동
412-765;경기;고양시 덕양구;관산동
412-260;경기;고양시 덕양구;내곡동
412-751;경기;고양시 덕양구;내유동
412-799;경기;고양시 덕양구;대자동
412-250;경기;고양시 덕양구;대장동
412-706;경기;고양시 덕양구;덕은동
412-060;경기;고양시 덕양구;도내동
412-090;경기;고양시 덕양구;동산동
412-779;경기;고양시 덕양구;벽제동
412-130;경기;고양시 덕양구;북한동
412-779;경기;고양시 덕양구;삼송동
412-779;경기;고양시 덕양구;선유동
412-700;경기;고양시 덕양구;성사1동
412-710;경기;고양시 덕양구;성사2동
412-020;경기;고양시 덕양구;성사동
412-070;경기;고양시 덕양구;신원동
412-280;경기;고양시 덕양구;신평동
412-150;경기;고양시 덕양구;오금동
412-110;경기;고양시 덕양구;용두동
412-707;경기;고양시 덕양구;원당동
412-040;경기;고양시 덕양구;원흥동
412-701;경기;고양시 덕양구;주교동
412-704;경기;고양시 덕양구;지축동
412-787;경기;고양시 덕양구;토당동
412-723;경기;고양시 덕양구;행신1동
412-724;경기;고양시 덕양구;행신2동
412-721;경기;고양시 덕양구;행신3동
412-220;경기;고양시 덕양구;행신동
412-752;경기;고양시 덕양구;행주내동
412-240;경기;고양시 덕양구;행주외동
412-180;경기;고양시 덕양구;향동동
412-190;경기;고양시 덕양구;현천동
412-799;경기;고양시 덕양구;화전동
412-733;경기;고양시 덕양구;화정1동
412-759;경기;고양시 덕양구;화정2동
412-270;경기;고양시 덕양구;화정동
412-140;경기;고양시 덕양구;효자동
410-718;경기;고양시 일산동구;마두1동
410-715;경기;고양시 일산동구;마두2동
410-350;경기;고양시 일산동구;마두동
410-560;경기;고양시 일산동구;문봉동
410-719;경기;고양시 일산동구;백석1동
410-003;경기;고양시 일산동구;백석2동
410-360;경기;고양시 일산동구;백석동
410-790;경기;고양시 일산동구;사리현동
410-340;경기;고양시 일산동구;산황동
410-818;경기;고양시 일산동구;설문동
410-772;경기;고양시 일산동구;성석동
410-773;경기;고양시 일산동구;식사동
410-700;경기;고양시 일산동구;장항1동
410-839;경기;고양시 일산동구;장항2동
410-380;경기;고양시 일산동구;장항동
410-759;경기;고양시 일산동구;정발산동
410-727;경기;고양시 일산동구;중산동
410-540;경기;고양시 일산동구;지영동
410-783;경기;고양시 일산동구;풍동
411-762;경기;고양시 일산서구;가좌동
411-800;경기;고양시 일산서구;구산동
411-754;경기;고양시 일산서구;대화동
411-767;경기;고양시 일산서구;덕이동
411-420;경기;고양시 일산서구;법곳동
411-785;경기;고양시 일산서구;일산1동
411-776;경기;고양시 일산서구;일산2동
411-730;경기;고양시 일산서구;일산3동
411-310;경기;고양시 일산서구;일산동
